"Domaine de formation","Canton de l'entreprise formatrice","Type de formation","Mode d'enseignement","Sexe","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Services domestiques","Appenzell Innerrhoden","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services domestiques","Appenzell Innerrhoden","CFC","Dual","Sexe - total",4,4,4,0,0,3,4,5,3,5
"Services domestiques","Appenzell Innerrhoden","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services domestiques","Appenzell Innerrhoden","AFP","Dual","Sexe - total",0,1,2,4,4,2,2,1,2,1
"Services domestiques","St. Gallen","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services domestiques","St. Gallen","CFC","Dual","Sexe - total",224,223,237,238,227,211,211,210,198,201
"Services domestiques","St. Gallen","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services domestiques","St. Gallen","AFP","Dual","Sexe - total",58,71,71,63,76,88,91,65,53,50
"Services domestiques","Graubünden / Grigioni / Grischun","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services domestiques","Graubünden / Grigioni / Grischun","CFC","Dual","Sexe - total",76,76,75,68,67,58,60,58,62,71
"Services domestiques","Graubünden / Grigioni / Grischun","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services domestiques","Graubünden / Grigioni / Grischun","AFP","Dual","Sexe - total",17,21,19,18,21,23,25,20,13,17
"Services domestiques","Aargau","CFC","Plein temps en école","Sexe - total",2,0,0,0,0,0,0,0,0,0
"Services domestiques","Aargau","CFC","Dual","Sexe - total",309,305,313,322,307,295,274,269,257,262
"Services domestiques","Aargau","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services domestiques","Aargau","AFP","Dual","Sexe - total",30,42,45,42,54,56,68,59,50,58
"Services domestiques","Thurgau","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services domestiques","Thurgau","CFC","Dual","Sexe - total",123,132,111,113,102,100,99,91,94,95
"Services domestiques","Thurgau","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services domestiques","Thurgau","AFP","Dual","Sexe - total",27,42,42,34,35,28,27,22,20,22
"Services domestiques","Ticino","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services domestiques","Ticino","CFC","Dual","Sexe - total",100,107,117,116,125,123,134,135,136,144
"Services domestiques","Ticino","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services domestiques","Ticino","AFP","Dual","Sexe - total",30,27,35,43,42,41,41,38,43,43
"Services domestiques","Vaud","CFC","Plein temps en école","Sexe - total",0,8,0,0,0,0,1,1,0,0
"Services domestiques","Vaud","CFC","Dual","Sexe - total",335,339,358,350,350,369,371,371,391,389
"Services domestiques","Vaud","AFP","Plein temps en école","Sexe - total",0,2,0,0,0,0,0,0,0,0
"Services domestiques","Vaud","AFP","Dual","Sexe - total",45,39,49,50,74,86,100,83,78,73
"Services domestiques","Valais / Wallis","CFC","Plein temps en école","Sexe - total",23,30,30,23,22,24,29,25,22,14
"Services domestiques","Valais / Wallis","CFC","Dual","Sexe - total",88,98,103,109,116,123,119,129,125,138
"Services domestiques","Valais / Wallis","AFP","Plein temps en école","Sexe - total",22,25,22,26,28,30,31,25,22,20
"Services domestiques","Valais / Wallis","AFP","Dual","Sexe - total",18,22,33,41,32,28,27,34,28,19
"Services domestiques","Neuchâtel","CFC","Plein temps en école","Sexe - total",0,0,1,0,0,0,0,0,0,0
"Services domestiques","Neuchâtel","CFC","Dual","Sexe - total",86,75,73,80,87,86,103,100,95,91
"Services domestiques","Neuchâtel","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services domestiques","Neuchâtel","AFP","Dual","Sexe - total",14,19,21,21,24,25,30,30,33,29
"Services domestiques","Genève","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services domestiques","Genève","CFC","Dual","Sexe - total",86,71,81,69,78,89,92,96,94,103
"Services domestiques","Genève","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services domestiques","Genève","AFP","Dual","Sexe - total",20,29,24,26,37,37,34,28,27,20
"Services domestiques","Jura","CFC","Plein temps en école","Sexe - total",26,27,23,16,15,15,16,12,10,14
"Services domestiques","Jura","CFC","Dual","Sexe - total",39,46,46,55,54,52,45,48,44,49
"Services domestiques","Jura","AFP","Plein temps en école","Sexe - total",17,17,12,13,8,5,7,8,6,10
"Services domestiques","Jura","AFP","Dual","Sexe - total",5,0,0,0,2,3,5,2,2,2
"Services de soins de beauté et de coiffure","Suisse","CFC","Plein temps en école","Sexe - total",14,15,6,5,13,17,16,25,35,37
"Services de soins de beauté et de coiffure","Suisse","CFC","Dual","Sexe - total",3405,3261,3113,2945,2768,2556,2430,2228,2113,2004
"Services de soins de beauté et de coiffure","Suisse","AFP","Plein temps en école","Sexe - total",1,0,0,0,0,0,0,0,0,1
"Services de soins de beauté et de coiffure","Suisse","AFP","Dual","Sexe - total",243,261,282,283,307,295,279,272,268,267
"Services de soins de beauté et de coiffure","Zürich","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Zürich","CFC","Dual","Sexe - total",652,621,616,569,538,527,489,437,433,402
"Services de soins de beauté et de coiffure","Zürich","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Zürich","AFP","Dual","Sexe - total",62,67,77,81,83,80,82,68,59,65
"Services de soins de beauté et de coiffure","Bern / Berne","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Bern / Berne","CFC","Dual","Sexe - total",370,363,338,325,313,274,272,231,212,188
"Services de soins de beauté et de coiffure","Bern / Berne","AFP","Plein temps en école","Sexe - total",1,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Bern / Berne","AFP","Dual","Sexe - total",11,14,14,19,15,14,12,19,26,23
"Services de soins de beauté et de coiffure","Luzern","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Luzern","CFC","Dual","Sexe - total",174,172,160,156,146,142,131,143,126,114
"Services de soins de beauté et de coiffure","Luzern","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Luzern","AFP","Dual","Sexe - total",20,21,20,16,19,20,21,15,14,20
"Services de soins de beauté et de coiffure","Uri","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Uri","CFC","Dual","Sexe - total",15,14,13,12,14,11,14,13,15,11
"Services de soins de beauté et de coiffure","Uri","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Uri","AFP","Dual","Sexe - total",0,0,0,0,1,1,1,1,0,1
"Services de soins de beauté et de coiffure","Schwyz","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Schwyz","CFC","Dual","Sexe - total",50,50,50,46,39,37,34,35,31,26
"Services de soins de beauté et de coiffure","Schwyz","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Schwyz","AFP","Dual","Sexe - total",2,3,5,3,4,6,3,1,3,4
"Services de soins de beauté et de coiffure","Obwalden","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Obwalden","CFC","Dual","Sexe - total",9,9,8,8,6,6,5,5,6,4
"Services de soins de beauté et de coiffure","Obwalden","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Obwalden","AFP","Dual","Sexe - total",0,0,1,0,0,0,0,0,0,1
"Services de soins de beauté et de coiffure","Nidwalden","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Nidwalden","CFC","Dual","Sexe - total",20,17,17,16,13,11,17,14,13,10
"Services de soins de beauté et de coiffure","Nidwalden","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Nidwalden","AFP","Dual","Sexe - total",1,1,0,1,2,1,1,1,2,0
"Services de soins de beauté et de coiffure","Glarus","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Glarus","CFC","Dual","Sexe - total",32,27,21,25,27,22,15,15,12,12
"Services de soins de beauté et de coiffure","Glarus","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Glarus","AFP","Dual","Sexe - total",0,1,2,0,2,1,0,0,2,0
"Services de soins de beauté et de coiffure","Zug","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Zug","CFC","Dual","Sexe - total",49,50,48,47,45,40,40,38,33,29
"Services de soins de beauté et de coiffure","Zug","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Zug","AFP","Dual","Sexe - total",2,1,6,10,6,4,3,1,2,3
"Services de soins de beauté et de coiffure","Fribourg / Freiburg","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Fribourg / Freiburg","CFC","Dual","Sexe - total",122,107,101,89,89,77,69,53,63,61
"Services de soins de beauté et de coiffure","Fribourg / Freiburg","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Fribourg / Freiburg","AFP","Dual","Sexe - total",3,4,3,1,2,2,2,3,2,2
"Services de soins de beauté et de coiffure","Solothurn","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Solothurn","CFC","Dual","Sexe - total",79,76,78,68,66,59,63,62,57,60
"Services de soins de beauté et de coiffure","Solothurn","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Solothurn","AFP","Dual","Sexe - total",6,9,6,11,19,14,8,8,8,10
"Services de soins de beauté et de coiffure","Basel-Stadt","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Basel-Stadt","CFC","Dual","Sexe - total",101,95,91,89,87,79,68,63,58,54
"Services de soins de beauté et de coiffure","Basel-Stadt","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Basel-Stadt","AFP","Dual","Sexe - total",8,12,20,14,7,12,10,8,10,11
"Services de soins de beauté et de coiffure","Basel-Landschaft","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Basel-Landschaft","CFC","Dual","Sexe - total",57,60,65,59,55,51,51,41,46,40
"Services de soins de beauté et de coiffure","Basel-Landschaft","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Basel-Landschaft","AFP","Dual","Sexe - total",11,12,12,12,12,5,10,13,9,7
"Services de soins de beauté et de coiffure","Schaffhausen","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Schaffhausen","CFC","Dual","Sexe - total",43,45,42,41,33,30,34,40,38,32
"Services de soins de beauté et de coiffure","Schaffhausen","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Schaffhausen","AFP","Dual","Sexe - total",8,7,6,6,4,6,6,6,2,0
"Services de soins de beauté et de coiffure","Appenzell Ausserrhoden","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Appenzell Ausserrhoden","CFC","Dual","Sexe - total",16,16,16,14,16,12,11,11,9,9
"Services de soins de beauté et de coiffure","Appenzell Ausserrhoden","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Appenzell Ausserrhoden","AFP","Dual","Sexe - total",2,2,1,2,3,1,2,1,0,1
"Services de soins de beauté et de coiffure","Appenzell Innerrhoden","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Appenzell Innerrhoden","CFC","Dual","Sexe - total",6,6,4,6,6,6,4,4,4,4
"Services de soins de beauté et de coiffure","Appenzell Innerrhoden","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Appenzell Innerrhoden","AFP","Dual","Sexe - total",0,0,0,0,1,1,0,0,0,1
"Services de soins de beauté et de coiffure","St. Gallen","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","St. Gallen","CFC","Dual","Sexe - total",316,299,287,272,240,220,206,187,161,157
"Services de soins de beauté et de coiffure","St. Gallen","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","St. Gallen","AFP","Dual","Sexe - total",30,27,23,26,34,32,28,23,23,24
"Services de soins de beauté et de coiffure","Graubünden / Grigioni / Grischun","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Graubünden / Grigioni / Grischun","CFC","Dual","Sexe - total",103,89,82,83,81,76,72,53,49,63
"Services de soins de beauté et de coiffure","Graubünden / Grigioni / Grischun","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Graubünden / Grigioni / Grischun","AFP","Dual","Sexe - total",7,10,8,5,7,5,4,6,9,10
"Services de soins de beauté et de coiffure","Aargau","CFC","Plein temps en école","Sexe - total",0,0,0,1,1,0,0,0,0,0
"Services de soins de beauté et de coiffure","Aargau","CFC","Dual","Sexe - total",278,277,241,224,216,196,180,180,159,170
"Services de soins de beauté et de coiffure","Aargau","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,1
"Services de soins de beauté et de coiffure","Aargau","AFP","Dual","Sexe - total",15,22,23,26,32,36,33,36,36,28
"Services de soins de beauté et de coiffure","Thurgau","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Thurgau","CFC","Dual","Sexe - total",92,88,72,71,63,61,57,55,65,58
"Services de soins de beauté et de coiffure","Thurgau","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Thurgau","AFP","Dual","Sexe - total",2,1,2,0,1,2,1,0,2,5
"Services de soins de beauté et de coiffure","Ticino","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Ticino","CFC","Dual","Sexe - total",133,144,140,134,138,128,125,118,121,117
"Services de soins de beauté et de coiffure","Ticino","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Ticino","AFP","Dual","Sexe - total",14,9,11,11,8,4,6,8,7,7
"Services de soins de beauté et de coiffure","Vaud","CFC","Plein temps en école","Sexe - total",14,14,5,4,12,17,16,25,35,37
"Services de soins de beauté et de coiffure","Vaud","CFC","Dual","Sexe - total",311,276,263,250,225,200,189,154,149,155
"Services de soins de beauté et de coiffure","Vaud","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Vaud","AFP","Dual","Sexe - total",18,11,13,14,16,18,19,24,25,17
"Services de soins de beauté et de coiffure","Valais / Wallis","CFC","Plein temps en école","Sexe - total",0,1,1,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Valais / Wallis","CFC","Dual","Sexe - total",175,172,174,169,141,122,121,119,103,86
"Services de soins de beauté et de coiffure","Valais / Wallis","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Valais / Wallis","AFP","Dual","Sexe - total",9,11,10,7,11,12,10,10,8,15
"Services de soins de beauté et de coiffure","Neuchâtel","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Neuchâtel","CFC","Dual","Sexe - total",101,98,97,88,81,78,75,75,75,71
"Services de soins de beauté et de coiffure","Neuchâtel","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Neuchâtel","AFP","Dual","Sexe - total",7,9,7,6,10,10,7,3,5,7
"Services de soins de beauté et de coiffure","Genève","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Genève","CFC","Dual","Sexe - total",68,58,55,53,63,64,65,58,55,52
"Services de soins de beauté et de coiffure","Genève","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Genève","AFP","Dual","Sexe - total",5,7,12,12,8,7,9,17,14,5
"Services de soins de beauté et de coiffure","Jura","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Jura","CFC","Dual","Sexe - total",33,32,34,31,27,27,23,24,20,19
"Services de soins de beauté et de coiffure","Jura","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Services de soins de beauté et de coiffure","Jura","AFP","Dual","Sexe - total",0,0,0,0,0,1,1,0,0,0
"Hôtellerie et services de restauration","Suisse","CFC","Plein temps en école","Sexe - total",4,5,36,73,102,143,172,173,171,178
"Hôtellerie et services de restauration","Suisse","CFC","Dual","Sexe - total",7555,7304,7008,6774,6534,6338,6121,5809,5812,5884
"Hôtellerie et services de restauration","Suisse","AFP","Plein temps en école","Sexe - total",1,3,1,0,0,0,1,1,0,0
"Hôtellerie et services de restauration","Suisse","AFP","Dual","Sexe - total",884,914,940,975,1087,1111,1025,958,923,846
"Hôtellerie et services de restauration","Zürich","CFC","Plein temps en école","Sexe - total",3,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Zürich","CFC","Dual","Sexe - total",1407,1382,1364,1359,1293,1212,1133,1128,1111,1134
"Hôtellerie et services de restauration","Zürich","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Zürich","AFP","Dual","Sexe - total",143,184,189,183,196,208,202,178,182,169
"Hôtellerie et services de restauration","Bern / Berne","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Bern / Berne","CFC","Dual","Sexe - total",1187,1117,1065,1005,968,921,914,841,821,855
"Hôtellerie et services de restauration","Bern / Berne","AFP","Plein temps en école","Sexe - total",1,1,1,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Bern / Berne","AFP","Dual","Sexe - total",106,117,117,117,142,157,134,129,111,93
"Hôtellerie et services de restauration","Luzern","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Luzern","CFC","Dual","Sexe - total",446,430,408,377,354,332,335,311,316,325
"Hôtellerie et services de restauration","Luzern","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Luzern","AFP","Dual","Sexe - total",56,54,51,53,57,51,46,57,47,52
"Hôtellerie et services de restauration","Uri","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Uri","CFC","Dual","Sexe - total",23,22,24,23,22,27,29,33,31,26
"Hôtellerie et services de restauration","Uri","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Uri","AFP","Dual","Sexe - total",2,3,2,4,6,6,6,2,0,3
"Hôtellerie et services de restauration","Schwyz","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Schwyz","CFC","Dual","Sexe - total",157,150,135,131,118,133,118,117,117,129
"Hôtellerie et services de restauration","Schwyz","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Schwyz","AFP","Dual","Sexe - total",6,13,11,14,13,7,13,16,14,6
"Hôtellerie et services de restauration","Obwalden","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Obwalden","CFC","Dual","Sexe - total",48,45,45,38,39,37,37,36,40,41
"Hôtellerie et services de restauration","Obwalden","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Obwalden","AFP","Dual","Sexe - total",7,8,7,4,3,5,7,5,5,2
"Hôtellerie et services de restauration","Nidwalden","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Nidwalden","CFC","Dual","Sexe - total",62,64,54,60,54,61,64,62,65,53
"Hôtellerie et services de restauration","Nidwalden","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Nidwalden","AFP","Dual","Sexe - total",6,4,7,5,5,4,8,6,4,2
"Hôtellerie et services de restauration","Glarus","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Glarus","CFC","Dual","Sexe - total",42,44,40,41,43,34,35,38,35,32
"Hôtellerie et services de restauration","Glarus","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Glarus","AFP","Dual","Sexe - total",7,10,12,7,8,10,10,9,7,3
"Hôtellerie et services de restauration","Zug","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Zug","CFC","Dual","Sexe - total",131,132,122,98,87,91,92,80,87,88
"Hôtellerie et services de restauration","Zug","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Zug","AFP","Dual","Sexe - total",9,7,13,19,19,19,18,11,9,8
"Hôtellerie et services de restauration","Fribourg / Freiburg","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Fribourg / Freiburg","CFC","Dual","Sexe - total",271,276,254,229,205,202,196,185,189,196
"Hôtellerie et services de restauration","Fribourg / Freiburg","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Fribourg / Freiburg","AFP","Dual","Sexe - total",24,24,43,46,38,45,43,50,58,47
"Hôtellerie et services de restauration","Solothurn","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Solothurn","CFC","Dual","Sexe - total",270,254,238,241,209,217,199,182,173,172
"Hôtellerie et services de restauration","Solothurn","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Solothurn","AFP","Dual","Sexe - total",47,40,37,45,47,47,53,46,41,47
"Hôtellerie et services de restauration","Basel-Stadt","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Basel-Stadt","CFC","Dual","Sexe - total",209,206,181,181,172,167,148,138,155,164
"Hôtellerie et services de restauration","Basel-Stadt","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Basel-Stadt","AFP","Dual","Sexe - total",35,32,30,36,29,20,28,27,22,21
"Hôtellerie et services de restauration","Basel-Landschaft","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Basel-Landschaft","CFC","Dual","Sexe - total",176,171,162,169,179,157,148,129,137,135
"Hôtellerie et services de restauration","Basel-Landschaft","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Basel-Landschaft","AFP","Dual","Sexe - total",34,33,29,27,26,28,20,15,12,19
"Hôtellerie et services de restauration","Schaffhausen","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Schaffhausen","CFC","Dual","Sexe - total",106,91,86,72,69,66,65,64,64,74
"Hôtellerie et services de restauration","Schaffhausen","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Schaffhausen","AFP","Dual","Sexe - total",19,9,10,15,21,31,25,20,15,11
"Hôtellerie et services de restauration","Appenzell Ausserrhoden","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Appenzell Ausserrhoden","CFC","Dual","Sexe - total",80,86,89,91,82,91,82,70,55,47
"Hôtellerie et services de restauration","Appenzell Ausserrhoden","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Appenzell Ausserrhoden","AFP","Dual","Sexe - total",10,10,11,10,10,8,8,10,10,8
"Hôtellerie et services de restauration","Appenzell Innerrhoden","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Appenzell Innerrhoden","CFC","Dual","Sexe - total",34,34,36,29,26,28,25,28,24,21
"Hôtellerie et services de restauration","Appenzell Innerrhoden","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Appenzell Innerrhoden","AFP","Dual","Sexe - total",3,2,0,2,4,1,4,2,3,1
"Hôtellerie et services de restauration","St. Gallen","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","St. Gallen","CFC","Dual","Sexe - total",484,457,446,456,424,409,381,354,349,349
"Hôtellerie et services de restauration","St. Gallen","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","St. Gallen","AFP","Dual","Sexe - total",55,58,65,55,69,64,59,52,48,50
"Hôtellerie et services de restauration","Graubünden / Grigioni / Grischun","CFC","Plein temps en école","Sexe - total",0,0,24,53,89,105,119,121,121,123
"Hôtellerie et services de restauration","Graubünden / Grigioni / Grischun","CFC","Dual","Sexe - total",315,310,276,244,220,228,202,176,180,190
"Hôtellerie et services de restauration","Graubünden / Grigioni / Grischun","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Graubünden / Grigioni / Grischun","AFP","Dual","Sexe - total",20,22,16,19,31,23,24,19,12,11
"Hôtellerie et services de restauration","Aargau","CFC","Plein temps en école","Sexe - total",0,0,1,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Aargau","CFC","Dual","Sexe - total",492,463,463,428,418,414,412,396,381,375
"Hôtellerie et services de restauration","Aargau","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Aargau","AFP","Dual","Sexe - total",47,40,38,42,59,64,42,44,53,45
"Hôtellerie et services de restauration","Thurgau","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Hôtellerie et services de restauration","Thurgau","CFC","Dual","Sexe - total",241,225,216,213,207,188,188,175,174,153
